LYLTY_CARD_NBR,PREMIUM_CUSTOMER,AGE,SITUATION
219137,Mainstream,OLDER,SINGLES/COUPLES
219138,Premium,OLDER,SINGLES/COUPLES
219139,Mainstream,OLDER,SINGLES/COUPLES
219140,Mainstream,RETIREES,
219141,Budget,YOUNG,FAMILIES
219142,Premium,OLDER,FAMILIES
219143,Mainstream,RETIREES,
219144,Budget,YOUNG,FAMILIES
219145,Premium,YOUNG,SINGLES/COUPLES
219146,Budget,MIDAGE,SINGLES/COUPLES
219147,Mainstream,RETIREES,
219148,Budget,OLDER,SINGLES/COUPLES
219149,Mainstream,RETIREES,
219150,Premium,OLDER,SINGLES/COUPLES
219151,Mainstream,RETIREES,
219152,Premium,MIDAGE,SINGLES/COUPLES
219153,Mainstream,YOUNG,SINGLES/COUPLES
219154,Budget,OLDER,FAMILIES
219155,Premium,RETIREES,
219156,Mainstream,OLDER,SINGLES/COUPLES
219157,Budget,YOUNG,FAMILIES
219158,Premium,OLDER,SINGLES/COUPLES
219159,Budget,YOUNG,FAMILIES
219160,Budget,RETIREES,
219161,Premium,OLDER,FAMILIES
219162,Budget,OLDER,FAMILIES
219163,Budget,YOUNG,FAMILIES
219164,Mainstream,NEW,FAMILIES
219165,Budget,OLDER,SINGLES/COUPLES
219166,Budget,YOUNG,FAMILIES
219167,Premium,NEW,FAMILIES
219168,Budget,RETIREES,
219169,Mainstream,YOUNG,SINGLES/COUPLES
219170,Budget,YOUNG,FAMILIES
219171,Premium,RETIREES,
219172,Mainstream,RETIREES,
219173,Budget,OLDER,SINGLES/COUPLES
219174,Budget,YOUNG,SINGLES/COUPLES
219175,Budget,YOUNG,SINGLES/COUPLES
219176,Mainstream,RETIREES,
219177,Mainstream,RETIREES,
219178,Premium,YOUNG,FAMILIES
219179,Mainstream,RETIREES,
219180,Budget,OLDER,FAMILIES
219181,Premium,YOUNG,SINGLES/COUPLES
219182,Budget,YOUNG,FAMILIES
219183,Premium,MIDAGE,SINGLES/COUPLES
219184,Budget,OLDER,SINGLES/COUPLES
219185,Mainstream,YOUNG,SINGLES/COUPLES
219186,Premium,MIDAGE,SINGLES/COUPLES
219187,Premium,OLDER,FAMILIES
219188,Budget,YOUNG,FAMILIES
219189,Mainstream,OLDER,FAMILIES
219190,Mainstream,YOUNG,FAMILIES
219191,Premium,OLDER,SINGLES/COUPLES
219192,Budget,OLDER,SINGLES/COUPLES
219193,Mainstream,RETIREES,
219194,Mainstream,OLDER,SINGLES/COUPLES
219195,Mainstream,OLDER,SINGLES/COUPLES
219196,Mainstream,RETIREES,
219197,Mainstream,RETIREES,
219198,Budget,OLDER,FAMILIES
219199,Premium,OLDER,SINGLES/COUPLES
219200,Mainstream,RETIREES,
219201,Mainstream,YOUNG,FAMILIES
219202,Budget,YOUNG,FAMILIES
219203,Mainstream,OLDER,FAMILIES
219204,Premium,RETIREES,
219205,Mainstream,RETIREES,
219206,Mainstream,YOUNG,SINGLES/COUPLES
219207,Budget,YOUNG,FAMILIES
219208,Budget,OLDER,SINGLES/COUPLES
219209,Premium,OLDER,SINGLES/COUPLES
219210,Budget,OLDER,FAMILIES
219211,Mainstream,RETIREES,
219212,Mainstream,RETIREES,
219213,Mainstream,MIDAGE,SINGLES/COUPLES
219214,Mainstream,MIDAGE,SINGLES/COUPLES
219215,Mainstream,RETIREES,
219216,Premium,YOUNG,SINGLES/COUPLES
219217,Budget,YOUNG,SINGLES/COUPLES
219218,Budget,YOUNG,SINGLES/COUPLES
219219,Budget,YOUNG,SINGLES/COUPLES
219220,Budget,OLDER,SINGLES/COUPLES
219221,Mainstream,OLDER,SINGLES/COUPLES
219222,Mainstream,YOUNG,SINGLES/COUPLES
219223,Mainstream,RETIREES,
219224,Premium,YOUNG,SINGLES/COUPLES
219225,Mainstream,RETIREES,
219226,Mainstream,RETIREES,
219227,Mainstream,NEW,FAMILIES
219228,Mainstream,YOUNG,SINGLES/COUPLES
219229,Mainstream,MIDAGE,SINGLES/COUPLES
219230,Budget,OLDER,FAMILIES
219231,Premium,MIDAGE,SINGLES/COUPLES
219232,Budget,YOUNG,FAMILIES
219233,Budget,OLDER,SINGLES/COUPLES
219234,Premium,RETIREES,
219235,Mainstream,YOUNG,FAMILIES
219236,Mainstream,YOUNG,SINGLES/COUPLES
219237,Budget,RETIREES,
219238,Premium,YOUNG,FAMILIES
219239,Mainstream,MIDAGE,SINGLES/COUPLES
219240,Budget,RETIREES,
219241,Mainstream,OLDER,FAMILIES
219242,Budget,YOUNG,FAMILIES
219243,Mainstream,MIDAGE,SINGLES/COUPLES
219244,Budget,YOUNG,SINGLES/COUPLES
219245,Budget,RETIREES,
220000,Mainstream,RETIREES,
220001,Budget,YOUNG,FAMILIES
220002,Mainstream,RETIREES,
220003,Premium,RETIREES,
220004,Mainstream,RETIREES,
220006,Budget,OLDER,SINGLES/COUPLES
220007,Budget,OLDER,SINGLES/COUPLES
220009,Mainstream,OLDER,SINGLES/COUPLES
220010,Budget,YOUNG,SINGLES/COUPLES
220011,Mainstream,YOUNG,SINGLES/COUPLES
220012,Budget,NEW,FAMILIES
220013,Premium,OLDER,FAMILIES
220015,Budget,YOUNG,SINGLES/COUPLES
220016,Premium,OLDER,FAMILIES
220017,Budget,YOUNG,SINGLES/COUPLES
220018,Premium,OLDER,FAMILIES
220019,Mainstream,OLDER,SINGLES/COUPLES
220020,Budget,RETIREES,
220022,Mainstream,MIDAGE,SINGLES/COUPLES
220023,Mainstream,MIDAGE,SINGLES/COUPLES
220024,Mainstream,YOUNG,SINGLES/COUPLES
220026,Budget,YOUNG,SINGLES/COUPLES
220027,Budget,OLDER,SINGLES/COUPLES
220028,Mainstream,RETIREES,
220029,Budget,OLDER,SINGLES/COUPLES
220030,Mainstream,YOUNG,SINGLES/COUPLES
220032,Budget,RETIREES,
220033,Mainstream,YOUNG,SINGLES/COUPLES
220034,Mainstream,NEW,FAMILIES
220035,Mainstream,YOUNG,SINGLES/COUPLES
220036,Budget,RETIREES,
220037,Mainstream,OLDER,FAMILIES
220039,Mainstream,RETIREES,
220040,Budget,RETIREES,
220041,Budget,OLDER,SINGLES/COUPLES
220042,Premium,OLDER,SINGLES/COUPLES
220043,Budget,OLDER,SINGLES/COUPLES
220044,Mainstream,MIDAGE,SINGLES/COUPLES
220045,Mainstream,YOUNG,SINGLES/COUPLES
220047,Mainstream,RETIREES,
220048,Budget,MIDAGE,SINGLES/COUPLES
220050,Budget,OLDER,SINGLES/COUPLES
220051,Budget,MIDAGE,SINGLES/COUPLES
220052,Premium,OLDER,SINGLES/COUPLES
220053,Mainstream,YOUNG,SINGLES/COUPLES
220056,Budget,YOUNG,SINGLES/COUPLES
220058,Budget,MIDAGE,SINGLES/COUPLES
220059,Budget,OLDER,FAMILIES
220060,Premium,RETIREES,
220061,Mainstream,YOUNG,FAMILIES
220062,Budget,RETIREES,
220063,Mainstream,RETIREES,
220064,Premium,RETIREES,
220067,Mainstream,YOUNG,SINGLES/COUPLES
220068,Budget,YOUNG,SINGLES/COUPLES
220069,Premium,MIDAGE,SINGLES/COUPLES
220070,Budget,OLDER,FAMILIES
220071,Premium,YOUNG,SINGLES/COUPLES
220074,Premium,RETIREES,
220075,Mainstream,YOUNG,SINGLES/COUPLES
220076,Premium,OLDER,SINGLES/COUPLES
220077,Premium,YOUNG,SINGLES/COUPLES
220078,Budget,RETIREES,
220081,Budget,YOUNG,SINGLES/COUPLES
220082,Mainstream,OLDER,SINGLES/COUPLES
220083,Budget,OLDER,FAMILIES
220084,Mainstream,YOUNG,SINGLES/COUPLES
220085,Premium,YOUNG,SINGLES/COUPLES
220086,Premium,MIDAGE,SINGLES/COUPLES
220087,Mainstream,MIDAGE,SINGLES/COUPLES
220088,Budget,RETIREES,
220089,Premium,RETIREES,
220090,Mainstream,RETIREES,
220091,Mainstream,MIDAGE,SINGLES/COUPLES
220092,Budget,OLDER,FAMILIES
220093,Budget,YOUNG,SINGLES/COUPLES
220095,Budget,NEW,FAMILIES
220096,Budget,RETIREES,
220097,Mainstream,YOUNG,SINGLES/COUPLES
220098,Mainstream,NEW,FAMILIES
220099,Mainstream,RETIREES,
220102,Budget,YOUNG,SINGLES/COUPLES
220103,Budget,YOUNG,SINGLES/COUPLES
220106,Mainstream,RETIREES,
220107,Mainstream,YOUNG,SINGLES/COUPLES
220110,Premium,RETIREES,
220111,Mainstream,YOUNG,SINGLES/COUPLES
220113,Mainstream,YOUNG,SINGLES/COUPLES
220114,Mainstream,RETIREES,
220115,Budget,OLDER,SINGLES/COUPLES
220116,Mainstream,RETIREES,
220118,Budget,YOUNG,FAMILIES
220121,Mainstream,NEW,FAMILIES
220123,Premium,MIDAGE,SINGLES/COUPLES
220124,Mainstream,NEW,FAMILIES
220125,Budget,YOUNG,FAMILIES
220127,Premium,YOUNG,FAMILIES
220130,Premium,MIDAGE,SINGLES/COUPLES
220132,Mainstream,YOUNG,SINGLES/COUPLES
220133,Premium,MIDAGE,SINGLES/COUPLES
220135,Premium,RETIREES,
220138,Budget,YOUNG,FAMILIES
220139,Mainstream,YOUNG,SINGLES/COUPLES
220142,Budget,YOUNG,SINGLES/COUPLES
220143,Mainstream,RETIREES,
220144,Budget,OLDER,SINGLES/COUPLES
220145,Premium,RETIREES,
220146,Budget,YOUNG,FAMILIES
220147,Budget,OLDER,SINGLES/COUPLES
220148,Premium,YOUNG,FAMILIES
220149,Premium,YOUNG,FAMILIES
220150,Budget,OLDER,SINGLES/COUPLES
220152,Mainstream,RETIREES,
220153,Mainstream,YOUNG,SINGLES/COUPLES
220154,Budget,YOUNG,SINGLES/COUPLES
220158,Premium,YOUNG,SINGLES/COUPLES
220160,Mainstream,YOUNG,SINGLES/COUPLES
220161,Budget,OLDER,SINGLES/COUPLES
220162,Budget,RETIREES,
220163,Budget,YOUNG,FAMILIES
220166,Mainstream,OLDER,SINGLES/COUPLES
220167,Mainstream,MIDAGE,SINGLES/COUPLES
220168,Mainstream,RETIREES,
220169,Budget,RETIREES,
220170,Premium,OLDER,FAMILIES
220171,Mainstream,NEW,FAMILIES
220173,Premium,OLDER,SINGLES/COUPLES
220174,Budget,OLDER,FAMILIES
220176,Mainstream,OLDER,SINGLES/COUPLES
220179,Premium,YOUNG,FAMILIES
220183,Budget,MIDAGE,SINGLES/COUPLES
220186,Premium,MIDAGE,SINGLES/COUPLES
220187,Budget,YOUNG,SINGLES/COUPLES
220188,Mainstream,RETIREES,
220189,Budget,YOUNG,FAMILIES
220191,Mainstream,YOUNG,SINGLES/COUPLES
220192,Budget,YOUNG,FAMILIES
220193,Premium,RETIREES,
220194,Premium,RETIREES,
220195,Budget,YOUNG,SINGLES/COUPLES
220197,Budget,OLDER,SINGLES/COUPLES
220198,Mainstream,MIDAGE,SINGLES/COUPLES
220200,Budget,YOUNG,FAMILIES
220201,Budget,OLDER,FAMILIES
220202,Mainstream,NEW,FAMILIES
220203,Budget,OLDER,FAMILIES
220204,Budget,YOUNG,SINGLES/COUPLES
220205,Premium,NEW,FAMILIES
220206,Premium,OLDER,SINGLES/COUPLES
220207,Budget,YOUNG,FAMILIES
220208,Budget,OLDER,FAMILIES
220209,Premium,OLDER,SINGLES/COUPLES
220211,Mainstream,YOUNG,FAMILIES
220212,Mainstream,OLDER,SINGLES/COUPLES
220213,Budget,RETIREES,
220215,Budget,RETIREES,
220216,Premium,MIDAGE,SINGLES/COUPLES
220217,Budget,OLDER,FAMILIES
220218,Premium,MIDAGE,SINGLES/COUPLES
220219,Budget,RETIREES,
220220,Budget,YOUNG,FAMILIES
220221,Budget,YOUNG,FAMILIES
220225,Budget,OLDER,FAMILIES
220227,Mainstream,OLDER,FAMILIES
220228,Budget,OLDER,FAMILIES
220230,Budget,OLDER,FAMILIES
220231,Mainstream,RETIREES,
220232,Mainstream,YOUNG,SINGLES/COUPLES
220233,Mainstream,YOUNG,SINGLES/COUPLES
220234,Budget,MIDAGE,SINGLES/COUPLES
220235,Budget,RETIREES,
220236,Premium,MIDAGE,SINGLES/COUPLES
220240,Premium,OLDER,SINGLES/COUPLES
220241,Premium,YOUNG,FAMILIES
220242,Budget,RETIREES,
220243,Premium,OLDER,SINGLES/COUPLES
220245,Budget,OLDER,FAMILIES
220246,Budget,RETIREES,
220248,Budget,YOUNG,SINGLES/COUPLES
220249,Budget,OLDER,FAMILIES
220250,Mainstream,YOUNG,SINGLES/COUPLES
220251,Premium,RETIREES,
220252,Budget,YOUNG,SINGLES/COUPLES
220253,Budget,NEW,FAMILIES
220254,Budget,OLDER,SINGLES/COUPLES
220255,Budget,YOUNG,SINGLES/COUPLES
220256,Budget,OLDER,SINGLES/COUPLES
220257,Budget,YOUNG,FAMILIES
220258,Mainstream,RETIREES,
220259,Budget,OLDER,SINGLES/COUPLES
220261,Budget,OLDER,SINGLES/COUPLES
220262,Budget,OLDER,SINGLES/COUPLES
220264,Budget,OLDER,FAMILIES
220265,Budget,YOUNG,FAMILIES
220266,Premium,RETIREES,
220267,Premium,MIDAGE,SINGLES/COUPLES
220268,Mainstream,YOUNG,SINGLES/COUPLES
220269,Mainstream,OLDER,FAMILIES
220270,Budget,OLDER,SINGLES/COUPLES
220271,Mainstream,NEW,FAMILIES
220272,Budget,OLDER,SINGLES/COUPLES
220276,Mainstream,YOUNG,FAMILIES
220278,Budget,YOUNG,FAMILIES
220280,Premium,MIDAGE,SINGLES/COUPLES
220281,Mainstream,RETIREES,
220282,Premium,MIDAGE,SINGLES/COUPLES
220283,Budget,YOUNG,SINGLES/COUPLES
220285,Premium,OLDER,SINGLES/COUPLES
220286,Premium,OLDER,FAMILIES
220288,Premium,MIDAGE,SINGLES/COUPLES
220289,Mainstream,MIDAGE,SINGLES/COUPLES
220290,Premium,YOUNG,FAMILIES
220292,Budget,OLDER,SINGLES/COUPLES
220295,Budget,MIDAGE,SINGLES/COUPLES
220296,Budget,OLDER,FAMILIES
220299,Premium,OLDER,FAMILIES
220300,Mainstream,YOUNG,SINGLES/COUPLES
220301,Mainstream,MIDAGE,SINGLES/COUPLES
220302,Premium,RETIREES,
220303,Premium,YOUNG,FAMILIES
220306,Mainstream,YOUNG,SINGLES/COUPLES
220308,Mainstream,OLDER,SINGLES/COUPLES
220309,Budget,OLDER,SINGLES/COUPLES
220310,Mainstream,OLDER,FAMILIES
220311,Budget,OLDER,SINGLES/COUPLES
220313,Mainstream,OLDER,SINGLES/COUPLES
220314,Mainstream,OLDER,SINGLES/COUPLES
220315,Budget,OLDER,FAMILIES
220316,Budget,OLDER,SINGLES/COUPLES
220317,Premium,RETIREES,
220318,Budget,YOUNG,SINGLES/COUPLES
220320,Premium,YOUNG,SINGLES/COUPLES
220321,Budget,YOUNG,FAMILIES
220322,Mainstream,YOUNG,SINGLES/COUPLES
220324,Mainstream,YOUNG,SINGLES/COUPLES
220326,Premium,YOUNG,SINGLES/COUPLES
220327,Premium,YOUNG,FAMILIES
220328,Mainstream,OLDER,SINGLES/COUPLES
220329,Premium,YOUNG,SINGLES/COUPLES
220330,Premium,MIDAGE,SINGLES/COUPLES
220331,Mainstream,OLDER,SINGLES/COUPLES
220333,Mainstream,YOUNG,SINGLES/COUPLES
220334,Mainstream,OLDER,FAMILIES
220335,Budget,YOUNG,SINGLES/COUPLES
220336,Mainstream,RETIREES,
220337,Premium,YOUNG,FAMILIES
220338,Premium,YOUNG,SINGLES/COUPLES
220341,Mainstream,OLDER,FAMILIES
220342,Budget,OLDER,FAMILIES
220344,Budget,OLDER,SINGLES/COUPLES
220345,Budget,OLDER,FAMILIES
220347,Budget,YOUNG,SINGLES/COUPLES
220348,Mainstream,RETIREES,
220351,Budget,YOUNG,FAMILIES
220354,Mainstream,OLDER,FAMILIES
220355,Budget,RETIREES,
220356,Mainstream,OLDER,SINGLES/COUPLES
220358,Mainstream,RETIREES,
220360,Premium,OLDER,FAMILIES
220362,Budget,OLDER,SINGLES/COUPLES
220363,Premium,RETIREES,
220364,Premium,MIDAGE,SINGLES/COUPLES
220365,Budget,YOUNG,SINGLES/COUPLES
220366,Mainstream,OLDER,FAMILIES
220368,Premium,MIDAGE,SINGLES/COUPLES
220369,Premium,YOUNG,SINGLES/COUPLES
220370,Mainstream,YOUNG,FAMILIES
220371,Budget,YOUNG,SINGLES/COUPLES
220373,Budget,OLDER,FAMILIES
220374,Premium,OLDER,SINGLES/COUPLES
220375,Mainstream,YOUNG,SINGLES/COUPLES
220376,Premium,YOUNG,SINGLES/COUPLES
220377,Premium,YOUNG,SINGLES/COUPLES
220378,Budget,RETIREES,
220379,Premium,MIDAGE,SINGLES/COUPLES
220384,Budget,OLDER,SINGLES/COUPLES
220386,Mainstream,OLDER,FAMILIES
220387,Budget,OLDER,FAMILIES
220388,Budget,YOUNG,SINGLES/COUPLES
220389,Mainstream,YOUNG,SINGLES/COUPLES
220391,Mainstream,RETIREES,
220392,Mainstream,YOUNG,FAMILIES
220395,Mainstream,YOUNG,SINGLES/COUPLES
220397,Mainstream,YOUNG,SINGLES/COUPLES
220399,Mainstream,OLDER,SINGLES/COUPLES
220400,Mainstream,YOUNG,SINGLES/COUPLES
220401,Mainstream,RETIREES,
220402,Premium,OLDER,SINGLES/COUPLES
220403,Mainstream,RETIREES,
220404,Budget,MIDAGE,SINGLES/COUPLES
220405,Mainstream,RETIREES,
220406,Premium,OLDER,SINGLES/COUPLES
220408,Premium,OLDER,FAMILIES
220409,Premium,OLDER,SINGLES/COUPLES
220410,Premium,OLDER,SINGLES/COUPLES
220412,Budget,RETIREES,
220415,Budget,RETIREES,
220417,Premium,RETIREES,
220418,Mainstream,OLDER,SINGLES/COUPLES
220421,Budget,RETIREES,
220425,Premium,MIDAGE,SINGLES/COUPLES
220426,Premium,RETIREES,
220427,Premium,OLDER,SINGLES/COUPLES
220430,Premium,YOUNG,SINGLES/COUPLES
220432,Budget,OLDER,FAMILIES
220433,Mainstream,RETIREES,
220434,Budget,OLDER,FAMILIES
220435,Mainstream,YOUNG,SINGLES/COUPLES
220436,Budget,RETIREES,
220437,Premium,YOUNG,FAMILIES
220440,Premium,OLDER,SINGLES/COUPLES
220442,Mainstream,YOUNG,SINGLES/COUPLES
220443,Premium,OLDER,FAMILIES
220444,Mainstream,YOUNG,SINGLES/COUPLES
220445,Premium,OLDER,FAMILIES
220446,Premium,RETIREES,
220448,Premium,OLDER,SINGLES/COUPLES
220450,Budget,RETIREES,
220451,Mainstream,YOUNG,SINGLES/COUPLES
220454,Budget,YOUNG,SINGLES/COUPLES
220455,Mainstream,YOUNG,SINGLES/COUPLES
220456,Budget,MIDAGE,SINGLES/COUPLES
220457,Budget,RETIREES,
220460,Budget,YOUNG,FAMILIES
220463,Budget,OLDER,FAMILIES
220464,Budget,OLDER,FAMILIES
220465,Budget,YOUNG,SINGLES/COUPLES
220466,Budget,MIDAGE,SINGLES/COUPLES
220467,Premium,YOUNG,SINGLES/COUPLES
220471,Premium,MIDAGE,SINGLES/COUPLES
220473,Budget,MIDAGE,SINGLES/COUPLES
220475,Premium,RETIREES,
220476,Mainstream,YOUNG,SINGLES/COUPLES
220477,Premium,NEW,FAMILIES
220478,Budget,YOUNG,SINGLES/COUPLES
220480,Mainstream,OLDER,SINGLES/COUPLES
220481,Mainstream,OLDER,SINGLES/COUPLES
220482,Budget,OLDER,SINGLES/COUPLES
220485,Budget,RETIREES,
220486,Mainstream,RETIREES,
220488,Premium,YOUNG,SINGLES/COUPLES
220490,Mainstream,YOUNG,SINGLES/COUPLES
220492,Mainstream,RETIREES,
220493,Mainstream,OLDER,SINGLES/COUPLES
220494,Budget,OLDER,FAMILIES
221000,Budget,YOUNG,SINGLES/COUPLES
221001,Mainstream,OLDER,FAMILIES
221002,Premium,MIDAGE,SINGLES/COUPLES
221003,Mainstream,RETIREES,
221004,Budget,RETIREES,
221005,Mainstream,OLDER,FAMILIES
221006,Mainstream,YOUNG,SINGLES/COUPLES
221007,Budget,OLDER,FAMILIES
221008,Mainstream,YOUNG,SINGLES/COUPLES
221009,Premium,YOUNG,SINGLES/COUPLES
221010,Premium,OLDER,SINGLES/COUPLES
221011,Premium,YOUNG,SINGLES/COUPLES
221012,Budget,OLDER,SINGLES/COUPLES
221013,Budget,RETIREES,
221014,Budget,YOUNG,FAMILIES
221015,Premium,YOUNG,SINGLES/COUPLES
221016,Budget,YOUNG,SINGLES/COUPLES
221017,Premium,OLDER,FAMILIES
221018,Mainstream,MIDAGE,SINGLES/COUPLES
221019,Budget,OLDER,SINGLES/COUPLES
221020,Budget,RETIREES,
221021,Premium,YOUNG,FAMILIES
221022,Budget,OLDER,SINGLES/COUPLES
221023,Mainstream,RETIREES,
221024,Mainstream,RETIREES,
221025,Premium,YOUNG,SINGLES/COUPLES
221026,Budget,YOUNG,FAMILIES
221027,Premium,OLDER,FAMILIES
221028,Mainstream,YOUNG,SINGLES/COUPLES
221029,Mainstream,OLDER,SINGLES/COUPLES
221030,Premium,RETIREES,
221031,Mainstream,MIDAGE,SINGLES/COUPLES
221032,Premium,OLDER,SINGLES/COUPLES
221033,Mainstream,YOUNG,SINGLES/COUPLES
221034,Mainstream,OLDER,SINGLES/COUPLES
221035,Mainstream,YOUNG,SINGLES/COUPLES
221036,Budget,OLDER,SINGLES/COUPLES
221037,Budget,RETIREES,
221038,Mainstream,OLDER,SINGLES/COUPLES
221039,Premium,OLDER,FAMILIES
221040,Premium,YOUNG,SINGLES/COUPLES
221041,Budget,OLDER,SINGLES/COUPLES
221042,Mainstream,RETIREES,
221043,Premium,OLDER,SINGLES/COUPLES
221044,Premium,YOUNG,FAMILIES
221045,Budget,YOUNG,FAMILIES
221046,Premium,NEW,FAMILIES
221047,Budget,YOUNG,FAMILIES
221048,Mainstream,YOUNG,SINGLES/COUPLES
221049,Budget,YOUNG,FAMILIES
221050,Budget,RETIREES,
221051,Mainstream,RETIREES,
221052,Mainstream,OLDER,SINGLES/COUPLES
221053,Premium,MIDAGE,SINGLES/COUPLES
221055,Premium,OLDER,SINGLES/COUPLES
221056,Mainstream,MIDAGE,SINGLES/COUPLES
221057,Budget,NEW,FAMILIES
221058,Premium,OLDER,SINGLES/COUPLES
221059,Mainstream,YOUNG,SINGLES/COUPLES
221060,Budget,YOUNG,FAMILIES
221061,Premium,OLDER,FAMILIES
221062,Mainstream,NEW,FAMILIES
221063,Premium,RETIREES,
221064,Premium,OLDER,SINGLES/COUPLES
221065,Premium,YOUNG,SINGLES/COUPLES
221066,Mainstream,MIDAGE,SINGLES/COUPLES
221067,Premium,OLDER,SINGLES/COUPLES
221069,Budget,MIDAGE,SINGLES/COUPLES
221070,Mainstream,YOUNG,SINGLES/COUPLES
221071,Budget,OLDER,SINGLES/COUPLES
221072,Premium,OLDER,SINGLES/COUPLES
221073,Premium,OLDER,SINGLES/COUPLES
221074,Budget,RETIREES,
221075,Mainstream,OLDER,SINGLES/COUPLES
221076,Mainstream,RETIREES,
221077,Mainstream,RETIREES,
221078,Budget,OLDER,SINGLES/COUPLES
221079,Budget,YOUNG,FAMILIES
221080,Budget,YOUNG,SINGLES/COUPLES
221081,Budget,OLDER,SINGLES/COUPLES
221082,Mainstream,MIDAGE,SINGLES/COUPLES
221083,Mainstream,MIDAGE,SINGLES/COUPLES
221084,Budget,OLDER,SINGLES/COUPLES
221085,Mainstream,RETIREES,
221086,Mainstream,OLDER,FAMILIES
221087,Premium,RETIREES,
221088,Budget,RETIREES,
221089,Premium,OLDER,SINGLES/COUPLES
221090,Mainstream,RETIREES,
221091,Budget,NEW,FAMILIES
221092,Mainstream,YOUNG,SINGLES/COUPLES
221093,Mainstream,RETIREES,
221094,Premium,OLDER,SINGLES/COUPLES
221095,Budget,OLDER,SINGLES/COUPLES
221096,Mainstream,OLDER,FAMILIES
221097,Mainstream,RETIREES,
221098,Budget,OLDER,SINGLES/COUPLES
221099,Mainstream,RETIREES,
221100,Budget,YOUNG,FAMILIES
221101,Mainstream,YOUNG,FAMILIES
221102,Mainstream,OLDER,SINGLES/COUPLES
221103,Mainstream,YOUNG,SINGLES/COUPLES
221104,Premium,OLDER,SINGLES/COUPLES
221105,Mainstream,YOUNG,FAMILIES
221106,Premium,OLDER,SINGLES/COUPLES
221107,Mainstream,YOUNG,SINGLES/COUPLES
221108,Budget,RETIREES,
221109,Premium,RETIREES,
221110,Mainstream,YOUNG,SINGLES/COUPLES
221111,Premium,MIDAGE,SINGLES/COUPLES
221112,Mainstream,OLDER,SINGLES/COUPLES
221113,Mainstream,YOUNG,SINGLES/COUPLES
221114,Budget,YOUNG,FAMILIES
221115,Budget,OLDER,SINGLES/COUPLES
221116,Premium,OLDER,SINGLES/COUPLES
221117,Budget,YOUNG,FAMILIES
221118,Budget,RETIREES,
221119,Budget,OLDER,FAMILIES
221120,Budget,YOUNG,SINGLES/COUPLES
221121,Budget,YOUNG,FAMILIES
221122,Mainstream,RETIREES,
221123,Premium,MIDAGE,SINGLES/COUPLES
221124,Mainstream,YOUNG,SINGLES/COUPLES
221125,Budget,RETIREES,
221126,Mainstream,MIDAGE,SINGLES/COUPLES
221127,Budget,RETIREES,
221128,Mainstream,OLDER,FAMILIES
221129,Premium,OLDER,FAMILIES
221130,Mainstream,MIDAGE,SINGLES/COUPLES
221131,Mainstream,YOUNG,SINGLES/COUPLES
221132,Budget,OLDER,FAMILIES
221133,Mainstream,OLDER,SINGLES/COUPLES
221134,Mainstream,OLDER,SINGLES/COUPLES
221135,Premium,YOUNG,FAMILIES
221136,Mainstream,YOUNG,SINGLES/COUPLES
221137,Premium,RETIREES,
221138,Budget,YOUNG,SINGLES/COUPLES
221139,Mainstream,YOUNG,SINGLES/COUPLES
221140,Mainstream,YOUNG,SINGLES/COUPLES
221141,Premium,YOUNG,SINGLES/COUPLES
221142,Mainstream,YOUNG,SINGLES/COUPLES
221143,Premium,RETIREES,
221144,Mainstream,RETIREES,
221145,Mainstream,OLDER,SINGLES/COUPLES
221146,Mainstream,RETIREES,
221147,Budget,YOUNG,SINGLES/COUPLES
221148,Budget,NEW,FAMILIES
221149,Mainstream,YOUNG,SINGLES/COUPLES
221150,Mainstream,RETIREES,
221151,Mainstream,OLDER,SINGLES/COUPLES
221153,Mainstream,YOUNG,FAMILIES
221154,Budget,OLDER,FAMILIES
221155,Premium,YOUNG,FAMILIES
221156,Budget,YOUNG,SINGLES/COUPLES
221157,Premium,OLDER,SINGLES/COUPLES
221158,Mainstream,YOUNG,SINGLES/COUPLES
221159,Budget,OLDER,SINGLES/COUPLES
221160,Budget,OLDER,FAMILIES
221161,Mainstream,MIDAGE,SINGLES/COUPLES
221162,Budget,YOUNG,FAMILIES
221164,Premium,RETIREES,
221165,Mainstream,RETIREES,
221166,Budget,OLDER,FAMILIES
221167,Mainstream,YOUNG,FAMILIES
221168,Mainstream,RETIREES,
221169,Mainstream,YOUNG,SINGLES/COUPLES
221170,Mainstream,OLDER,FAMILIES
221171,Mainstream,OLDER,SINGLES/COUPLES
221172,Budget,YOUNG,SINGLES/COUPLES
221173,Mainstream,RETIREES,
221174,Mainstream,YOUNG,FAMILIES
221175,Mainstream,YOUNG,SINGLES/COUPLES
221176,Budget,RETIREES,
221177,Premium,YOUNG,SINGLES/COUPLES
221178,Mainstream,MIDAGE,SINGLES/COUPLES
221179,Premium,MIDAGE,SINGLES/COUPLES
221180,Premium,YOUNG,FAMILIES
221181,Mainstream,MIDAGE,SINGLES/COUPLES
221182,Premium,YOUNG,SINGLES/COUPLES
221183,Budget,YOUNG,FAMILIES
221184,Premium,OLDER,SINGLES/COUPLES
221185,Budget,OLDER,SINGLES/COUPLES
221186,Premium,RETIREES,
221187,Budget,YOUNG,SINGLES/COUPLES
221188,Budget,RETIREES,
221189,Budget,RETIREES,
221190,Premium,OLDER,FAMILIES
221191,Premium,MIDAGE,SINGLES/COUPLES
